scholarshipID,scholarshipDetailURL,Award Name,Organization,Purposes,Level Of Study,Award Type,Award Amount,Deadline
9999199,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999199,Angelo F. Bisesti Memorial Scholarship,American Nuclear Society,To support students pursuing degrees in nuclear science and related fields.,Bachelor's Degree,Scholarship,"$2,000",February
9999184,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999184,John R. Lamarsh Scholarship,American Nuclear Society,To support students pursuing degrees in nuclear science and related fields.,Bachelor's Degree,Scholarship,"$2,000",February
9999200,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999200,ANS Undergraduate Scholarship,American Nuclear Society,To help undergraduate students complete their post-secondary education and prepare for careers in nuclear science and technology (NS&T).,Bachelor's Degree,Scholarship,"$2,000",February
9999201,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999201,ANS Incoming Sophomore Scholarships,American Nuclear Society,To support sophomore undergraduate students pursuing degrees in nuclear science and related fields.,Bachelor's Degree,Scholarship,"$2,000",February
9999194,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999194,Delayed Education Scholarship for Women (DEW),American Nuclear Society,"To support mature, female students pursuing undergraduate degrees in nuclear science and related fields.",Bachelor's Degree,Scholarship,"$5,000",February
9998511,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998511,"The Gary Wagner, K3OMI, Scholarship",ARRL The National Association for Amateur Radio,To provide financial support to students who have the license for post-secondary education.,Bachelor's Degree,Scholarship,"$1,000",January
9994486,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9994486,Charles H. Bussmann Graduate Scholarship,Marine Technology Society Inc.,"To provides senior high school, undergraduate, and graduate students.",Bachelor's Degree  Graduate Degree,Scholarship,"$2,500",April
9995165,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995165,ISA Educational Foundation Scholarship,International Society of Automation,To support students tuition and related expenses and research activities and initiatives.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9995155,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995155,ISA Technical Division Scholarships - Food and Pharmaceutical,International Society of Automation,To support outstanding students pursuing careers in the area pertinent to the Division's activity.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9990162,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9990162,J. L. Phelps Scholarship,The Yukon Foundation,To help students in the Yukon pursue college degrees in engineering and business management.,Bachelor's Degree  Vocational,Scholarship,N/A,June
9993179,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9993179,Emerald Empire Chapter Scholarship Awards,Oregon Association of Nurseries,"To provide opportunities for education, research and business development to members, including landscapers and allied businesses, that supply goods and services to those who grow, handle and retail ornamental horticultural products in Oregon.",Bachelor's Degree,Scholarship,N/A,
9998607,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998607,"The Chick Allen, NW3Y, Scholarship",ARRL The National Association for Amateur Radio,"To support licensed amateur radio operators pursuing college degrees in electronics, electrical engineering, aerospace engineering, computer science, and related fields.",Bachelor's Degree,Scholarship,"$3,000",
9995152,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995152,ISA Technical Division Scholarships - Pulp and Paper Industry,International Society of Automation,To support outstanding students pursuing careers in the area pertinent to the Division's activity.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,
9995160,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995160,ISA Section and District Scholarships - Southwestern Wyoming,International Society of Automation,"To promote education in instrumentation, systems, or automation discipline.",Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9999183,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999183,John and Muriel Landis Scholarships (NEED Committee),American Nuclear Society,To support undergraduate and graduate students pursuing degrees in nuclear science and related fields who have financial need and/or a disadvantaged background.,Bachelor's Degree  Graduate Degree,Scholarship,"$5,000",February
9999177,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999177,Joseph Naser Undergraduate Scholarship,American Nuclear Society,To support students pursuing degrees in nuclear science and related fields.,Bachelor's Degree,Scholarship,"$2,000",February
9999185,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999185,Robert G. Lacy Memorial Scholarship,American Nuclear Society,To support students pursuing degrees in nuclear science and related fields.,Bachelor's Degree,Scholarship,"$2,000",February
9999193,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999193,Joseph R. Dietrich Memorial Scholarship,American Nuclear Society,To support students pursuing degrees in nuclear science and related fields.,Bachelor's Degree,Scholarship,"$2,000",February
9999180,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999180,Robert T. (Bob) Liner Scholarship,American Nuclear Society,To support students pursuing degrees in nuclear science and related fields.,Bachelor's Degree,Scholarship,"$2,000",February
9995154,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995154,ISA Technical Division Scholarships - Power Industry Division,International Society of Automation,To support outstanding students pursuing careers in the area pertinent to the Division's activity.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,
9995153,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995153,ISA Technical Division Scholarships - Process Measurement and,International Society of Automation,To support outstanding students pursuing careers in the area pertinent to the Division's activity.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,
9995161,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995161,ISA Section and District Scholarships - Richmond Hopewell,International Society of Automation,To support college or university students who demonstrate outstanding potential for long-range contribution to the fields of automation and control.,Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9995158,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995158,ISA Section and District Scholarships - Wilmington,International Society of Automation,"To promote education in instrumentation, systems, or automation discipline.",Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9995740,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995740,"Isemoto Contracting Co., Ltd. Scholarship Fund",Hawaii Community Foundation,"To give back to the community and support students on the island of Hawaii who are pursuing undergraduate degrees in education, nursing, or civil engineering.",Bachelor's Degree,Scholarship,N/A,
9995156,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995156,ISA Technical Division Scholarships - Chemical and Petroleum,International Society of Automation,To support outstanding students pursuing careers in the area pertinent to the Division's activity.,Bachelor's Degree,Scholarship,N/A,
9995164,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995164,ISA Executive Board Scholarship,International Society of Automation,To support college or university students who demonstrate outstanding potential for long-range contribution to the fields of automation and control.,Bachelor's Degree,Scholarship,N/A,
9995149,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9995149,Bob and Mary Ives Scholarship,International Society of Automation,"To promote education in an instrumentation, systems, or automation discipline.",Bachelor's Degree  Graduate Degree,Scholarship,N/A,February
9996673,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996673,Schneider Electric Student BIPOC Award,Electro-Federation Canada,To support Canadian students in the BIPOC community who are pursuing careers in electrical fields.,Bachelor's Degree  Vocational,Scholarship,N/A,June
9996704,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9996704,ASCOT® Recognition of Excellence Award,Electro-Federation Canada,To support Canadian students pursuing careers in electrical fields,Bachelor's Degree,Scholarship,N/A,May
9998545,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9998545,The Wilse Morgan WX7P Memorial ARRL Northwestern Division Scholarship,ARRL The National Association for Amateur Radio,"To support licensed amateur radio operators pursuing postsecondary education in the fields of Engineering, Medicine, Science or Business,",Associate Degree  Bachelor's Degree  Graduate Degree  Vocational,Scholarship,"$2,000",
9999192,https://www.careeronestop.org/toolkit/training/find-scholarships-detail.aspx?scholarshipId=9999192,Raymond DiSalvo Memorial Scholarship,American Nuclear Society,To support students pursuing degrees in nuclear science and related fields.,Bachelor's Degree,Scholarship,"$2,000",February
